content,rating,sistem,layanan,transaksi,pendaftaran subsidi,kebermanfaatan
"fitur bagus, sukses buat mpertamina",5,1,0,0,0,0
"Aplikasi MyPertamina saya tiba² tertutup/close. Point saya sudah ribuan. Saya login, setelah diminta nomor HP + password dan saya isikan... dinyatakan salah. Padahal password itu sesuai catatan di note saya. Lalu saya tekan ""lupa password"", saya isikan nomor hp saya (10 digit tanpa angka NOL di depannya). Tapi dinyatakan ""format salah"", dan tombol ""kirim reset link"" berwana abu²/tidak bisa ditekan. Kalau saya iseng masukkan 11 digit, tombol berubah warna merah / bisa ditekan. Bagaimana ?",5,-1,0,0,0,0
"Jadi gampang sekarang kalau mau pergi, ngga perlu takut bingung cari tempat SPBU. Terus juga bisa bayar via link, makin mempermudah biar kalau lupa bawa atau ngga ada kembalian bisa langsung bayar lewat online. Ada asuransi juga. Mantapp, ke depannya mungkin bisa disosialisasikan ke masyarakat umum agar mereka juga bisa memanfaatkan aplikasi ini dengan baik. Dan juga mungkin untuk sistem bisa lebih baik lagi dan tidak hanya satu metode pembayaran. Serta, bisa ditambah pelayanan Tubles.",5,0,0,1,0,0
"Aplikasinya sangat membantu dalam bertransaksi praktis banget pokoknya. selain itu juga bisa dapet poin, promo dan diskon keren banget, sukses terus yah my pertamina. Semoga makin banyak diskon dan promo lainnya.",5,0,0,1,0,1
"Barusan saya update aplikasi, tolong diperbaiki lagi, hari ini saya scan struk selalu gagal, setelah mencoba sekali lagi ternyata jatah scan hari ini telah habis, padahal struk yg saya input belum terbaca sama sekali. Tolong diperbaiki lagi agar jatah input struk tidak berhenti di langkah scanning",5,-1,0,-1,0,0
"Aplikasinya memudahkan pengguna yang kadang males bawa uang tunai/cashless krn bisa bayar pake appnya, semoga bisa lebih di upgrade lagi dan mind to have some promo/disc biar para penggunanya beralih transaksi melalui applikasi ini hihi😘",5,0,0,0,0,1
"Sangat membantu dan memudahkan saat bertransaksi. Semua jadi cepat, anti ribet dan nggak pusing lagi sama kembalian yang kadang butuh waktu buat operator ketika uang receh lagi kurang.",5,0,0,1,0,1
Harus banget nih download app My Pertamina karena sekarang kalau beli bensin bisa bayar lewat aplikasinya. Udah gitu history pembayaran juga tercatat lengkap jadi memudahkan. Yang paling kerennya lagi ada sistem pengumpulan poin dari setiap transaksi dan bisa ditukerin buat pembelian produk pertamina lainnya. Harus dikembangin terus nih aplikasi bermanfaat kaya gini :),5,0,0,1,0,1
"wah, disuruh upgrade tambah gak bisa dipakai upload struk bbk, ket.nya slalu ""tidak ada koneksi internet"". padahal bisa login di MyPertamina, sdh 1 bulan belum ada tanda2 perbaikan!. sudah nanggung nih.. kumpulin e-kupon sebanyak 99930. sementara saya turunkan bintangnya dulu, kalo sdh bisa, saya naikan lagi. terima kasih",5,-1,0,-1,0,0
Aplikasinya sangat membantu sekali saat di SPBU memudahkan pembayaran apalagi di masa pandemi Covid-19 ini yang mengurangi penggunaan uang kertas. Selain itu dengan menggunakan aplikasi ini juga mendapatkan point. Aplikasinya wajib di download deh oke banget semua transaksi di SPBU jadi mudah 👍,5,0,0,1,0,1
"Aplikasi MYPertamina sangat bagus memudahkan untuk transaksi pembayaran, hanya untuk transaksi pengguna roda dua ada kendala pada saat akan melakukan pembayaran, di arahkan untuk menepi terlebih dahulu setelah mengisi tangki (karena pengendara mengisi sendiri token), setelah menepi (parkir yg aman) pengemudi menghampiri petugas (jadi lama/mondar mandir) untuk melakukan pembayaran menggunakan MYPertamina. Untuk pembayaran roda empat it's oke tak ada masalah.",5,1,0,1,0,0
Agak mengganggu dengan seringnya disuruh update. untuk daerah say proses scan barcot pembayaran sering terkendala jaringan sehingga memakan waktu lama . Jadi penggunaan aplikasi my pertamina tidak efektif dan maksimal . jadi walaupun sy punya saldo di my pertamina terkadang sia2 tidak bisa digunakan. Mohon ditindak lanjuti utk perbaikan.,5,-1,0,-1,0,0
"tidak bisa upload Struk bbk,.setelah di poto atau unggah foto, di Aplikasi selalu berputar-putar, dan kembali ke awal,. mohon diperbaiki, ini sudah di Update malahan lebih parah dari sebelumnya,.",5,-1,0,-1,0,0
"Aplikasi MyPertamina ini kok sering error ya. Sy driver grab, mau manfaatkan promo cashback 50% susah amat. Pas upload bukti transaksi via my pertamina.kalau tidak minta update aplikasi (pdhl sdh yg paling update), tidak ada pilihan menu Pertamax (hanya pertalite), padahal sebelumnya ada. Smtr, dari dulu motor saya selalu saya isi Pertamax. Tolong donk aplikasi diperbaiki, sy sdh 4x.pembelian tidak bisa upload struk.",5,-1,0,-1,0,0
"Aplikasinya sangat membantu dan jauh lebih praktis. Isi saldo bisa menggunakan link aja, banyak diskonnya juga. Lebih praktis dan gak ribet. Sukses selalu pertamina",5,0,0,0,0,1
"Saya sangat mendukung persuhaan BUMN, Saran saya agar tidak terjadi kegagalan dalam pembayran. Bisa enggak sistemnya diubah, kami yang punya barcode, kemudian pihak spbu yg menscan. Kalo skrng, pelanggan yang menscan barcode milik spbu sering terjadi error sistem pembayaran, pengendara motor hbis waktu untuk menunggu pembayaran",5,0,0,-1,0,0
daftar subsidinya mudah tidak ribet thx,5,0,0,0,1,0
"lancar gak pernah ada masalah upload sruknya, terimakasih pertamina atas kemajuan dan kemudahan dalam teknologi dan informasi",5,1,0,0,0,0
"Aplikasi ini sangat membantu sekali. Bisa menikmati fitur Pertamina dengan sekali klik saja hehehe. Apalagi adanya pembayaran digital, ini sih praktis banget. Ga perlu bawa uang cash setiap saat",5,1,0,1,0,1
"Aplikasinya bagus,lumayan membantu untuk pembayaran non tunai,tapi terkadang di EDC SPBU tertulis internal server error, dll, saya selaku operator di SPBU malah yg terkena imbas dari customer. Sekian mohon sabar untuk semuanya.",5,1,0,1,0,1
"Sudah bagus di daerah saya sudah bisa bayar pakai aplikasi ini, jadi makin praktis. Tapi masih ada yang kurang tiap saya pakai voucher saya suka gak bisa, sampai² abis waktu Penukaran, vocer. Sama pas uplod struk/nota pembelian tidak bisa terus,, mohon di perbaiki lagi🙏",5,0,0,-1,0,1
"Jaringan lag, dan game ini termasuk game p2w, kalau gacha selalu dapet Tier C, paling bagus A, kalau mau tier ss+ harus top up banyak, dan saat main mode 1v1 selalu banyak bug yang tidak menguntungkan, tolong diperbaiki",5,-1,0,0,0,0
"Aplikasinya sudah bagus dan tampilan juga menarik,salah satunya soal foto struk, tinggal foto langsung data ke upload semua..tapi sedih karena banyak SPBU yg ga bisa cetak struk bbm..😭",5,1,0,-1,0,0
"pelayanannya bagus, sangat membantu terimakasi",5,0,1,0,0,1
"kok malah gak bisa upload y sebelum update gampang upload kok sekarang muter muter n gk bisa upload ada apakah???? tolong donk kalo ingin masyarakat mrmakai bbm non subsidi, program berkah nya juga di fasilitasi, jangan eror terus.... coba saya tunggu sampai berapa lama hal ini diperbaiki. ini saya posting tgl 9 maret 2019 (edit) alhamdulillah sudah bisa lagi... walaupun susah scan nya tp ada input manual dan langsung cepat diverifikasi admin. terima kasih tim pertamina.",5,-1,0,0,0,0
"fitur ok bagus, respon cepat sukses buat pertamina",5,1,1,0,0,0
Selama pemakaian bener-bener ngebantu bgt dan lebih efisien. Membantu transaksi tanpa uang cash. Apalgi bagi saya yang lebih suka transaksi non tunai. Fitur nya juga sudah lengkap. Pokoknya worth it bgt deh.,5,1,0,1,0,1
"Terus tingkatkan dan kembangkan apl mypertamina ini dengan sebaik mungkin, kalo bisa tambah hadiahnya seperti elektronik rumah tangga...bakal digunakan dan direbutkan jutaan orang seindonesia masa' hadiah cuma 100an, iya sih hadiahnya waw, tp apa ga sebaiknya banyak hadiah dan banyak yang dapat dan otomatis banyak yang senang masyarakat indonesia nya.",5,1,0,0,0,0
"Aplikasi yang sangat membantu sekali, untuk memudahkan pembayaran diSPBU, terus dapat poin jugaa jadi lebih menarik lhoo. Gampang bangett digunakannya, ga rugi deh download aplikasi ini. Memudahkan transaksi kita, terimakasiih sudah membuat aplikasi My Pertamina 🤗 dan metode pembayaran pun gampang 😉",5,0,0,1,0,1
"Aplikasi yg bagus, aplikasi yg memudahkan pelanggan melakukan pembayaran dg cashless, ini memanfaatkan teknologi masa kini dg baik, terlebih jika aplikasi ini top up pembayaran nya tdk hanya Link Aja tetapi bisa Go pay, Ovo, Dana, atau rekening pribadi itu akan lbh baik dan terkesan simple",5,1,0,1,0,1
"Alhamdulillah.. Mudah di gunakan, anak saya saja sudah bisa menggunakan disaat melakukan pembayaran di SPBU.. Tetap Semangat, Makin Kreatif, dan Maju terus PERTAMINA.. Dan Alhamdulillah saya salah satu yg mendapatkan Hadiah mypertamina.. Aplikasinya bagus, sangat membantu dalam transaksi di pertamina, dan juga banyak promo²..😊😎🤩",5,0,0,1,0,1
"Keren karena mengikuti jaman (cashless) dan dari LinkAja, gaperlu dompet sendiri. Saran dari saya, tolong list SPBU diberikan tidak hanya yang terdekat saja, karena seperti saya misal ingin beli di yang terdapat My Pertamina namun ada turbo, harus berhenti di jalan cek, kalo tidak ada baru jalan lagi. Menurut saya, akan lebih baik jika kita dapat melihat lebih banyak list nya, terimakasih dan sukses selalu.",5,0,0,1,0,0
Aplikasi ini sangat membantu dan mempermudah dalam pembelian bbm karena tanpa uang cash pembayarannya jadi lebih praktis dan ada juga bonus point yang banyak Dalam pembayaran juga udah ada peningkatan kecepatan dari struk qr sampe struk keluar.. Dan semoga kedepannya aplikasi ini jadi lebih baik lagi dan berkembang..,5,0,0,1,0,1
"Wajib punya aplikasi ini dong My pertamina pembayaran lebih praktis , bisa kumpulin poin dan ada hadiahnya, ada promonya juga menguntungkan sekali, Masukannya ditambahin cara pembayarannya selain memakai Link aja. Sukses terus My Pertamina",5,0,0,1,0,0
respon cs cepat tidak ada kendala,5,0,1,0,0,0
"Bagus banget sih ini jadi mempermudah waktu pembelian bensin di SPBU kadang suka ga ada uang cash tpi untungnya ada aplikasi my Pertamina jadi kalau ga bawa uang cash bisa melalui via aplikasi Sangat membantu sekali, apalagi ada poin yg bisa ditukarkan recommended sekali untuk didownload",5,0,0,1,0,1
"Aplikasi yang sangat membantu sekali, untuk memudahkan pembayaran diSPBU, terus dapat poin jugaa jadi lebih menarik lhoo. Gampang bangett digunakannya, ga rugi deh download aplikasi ini. Memudahkan transaksi kita, terimakasiih sudah membuat aplikasi My Pertamina 🤗. Bisa transaksi dengan sangat mudah",5,0,0,1,0,1
pendaftaran mudah utk subsidi tepat,5,0,0,0,1,0
Udah sebulanan pake dan menurut saya sih enak2 aja fiturnya juga bagus dan menarik,5,1,0,0,0,0
"Sengaja saya kasih bintang 5 biar pada liat,. Di tv pertamina menyelenggarakan hadiah dengan setiap pembelian , akan tetapi ada syarat harus update data diri, setelah masuk edit profil , selalu ada tulisan server down, padahal mau pake WiFi sinyal yg kuat tetap tidak bisa selalu begitu, saya beri komentar begini di bales dan di anjurkan menghubungi 135 atau kirim email, saya sudah mengirimkan email brp kali tidak ada yg bales, saya email ke humas Pertamina tidak ada tanggapan, yg saya mau tau ?",5,-1,-1,0,0,0
"Seneng banget deh download aplikasi mypertamina ini, banyak banget manfaat yang aku dapatkan, selain praktis bayar isi BBM banyak banget promo dan undian, dan selalu konser musik yang selalu dipersembahkan mypertamina dengan artis2 yg keren-keren. Melengkapi dirumah jadi happy aja",5,0,0,1,0,1
"aplikasi nya sangat membantu sekali, fiturnya juga bagus bagus top deh pertaminaaa",5,1,0,0,0,1
Saya usulkan setiap scan barcode pembayaran tanpa harus input PIN. Scan maka otomatis terbayarkan seperti pembayaran Tol. Pengalaman saya tiap kali scan pembayaran dan ada kesalahan input PIN malah membuat antrian dibelakang kesal. Malah lebih lama dibandingkan pembayaran tunai. Semoga My Pertamina semakin baik.,5,0,0,0,0,0
Suka kesel pas dijalan kehabisan bensin.. terus ga bawa uang tunai. Tapi dengan adanya aplikasi ini. Ngebantu aku sekali. Kita bisa bayar via aplikasinya. Fiturnya juga mudah digunakan oleh pemula. Tingkatkan terus kualitasnya.,5,1,0,1,0,1
"Barusan update aplikasi, trus masukin kupon struck BBK, bisa kebaca kok walaupun beberapa ada yg harus diisi manual. Tapi masuk kok tinggal tunggu verifikasi kupon,. Mungkin yg sulit masukin struck sinyalnya jelek jadi lemot. Makanya gagal. Saya bisa lho.. Berharap banget deh menangin salah satu hadiah, trus jg mempermudah untuk mencari lokasi SPBU terdekat, pengen coba punya my pertamina tp di Magelang blm ada SPBU untuk ambil kartu, baru ada di jawabarat n Jakarta, semoga di magelang jg segera bisa. Sukses terus Pertamina",5,-1,0,0,0,0
"Saya telah menggunakan beberapa kali aplikasi ini di beberapa SPBU berbeda, sangat membantu, lebih praktis, melakukan transaksi kon tunai, semoga kedepannya semua SPBU nya bisa melakukan pembayaran via aplikasi ini.",5,0,0,1,0,1
"Aplikasinya mantap dan bagus, ui juga keren. Ada yang kurang yaitu struk pembelian tidak jelas dan jadi gak terbaca deh ",5,1,0,-1,0,0
"Sangat menarik dan menambah semangat utk penggunaan Aplikasi , tapi sayang kadang karena jaringan suka lambat ketika transaksi sementara di belakang ngantri.. sikap petugas si Spbu jg kurang respeck ketika tahu klu kita minta bayar dgn Aplikasi. Salam dan ucapan terima kasih tdk di jawab. Mohon dpt di sosialisasikan kembali ke front liner utk perlakuan sama dgn pembayaran tunai. Disamping peningkatan kukuatan jaringan di alat pembayaran dgn Aplikasi. Semoga makin maju n sukses, Terima kasih. 👍",5,-1,-1,0,0,0
"aplikasinya sangat membantu banget untuk pembelian bensin,karena memudahkan kita untuk pembelian bensin,gak usah repot-repot lagi untuk bawa uang cash ke SPBU. lambatnya sekarang hanya karena banyak yang baru ikutan coba pakai, dan selama ini baik-baik saja. Fitur-fiturnya gak ribet sama sekali,jadi mudah untuk digunakan. Interfacenya user-friendly, udah ada peningkatan kecepatan pembayaran. Kalo bisa ditambahkan e-wallet pembayaran selain linkaja, dan juga ditambahkan speed apps.",5,0,0,1,0,1
Aplikasinya udah keren 👍 tinggal bbrp bug di bagian2 tertentu yg ga terlalu ganggu lah. Semoga kedepannya makin banyak diskon dan bonus2 untuk reedem point nya biar saya makin seneng beli bensin cashless via mypertamina kyk gini. Semoga konsisten terus ya,5,0,0,1,0,0
Aplikasinya Bagus.. Mantap dan membantu. Hanya kekurangan di daerah makassar dan sekitarnya tidak bisa dipakai membayar via My Pertamina krn alatnya pembayarannya tidak tersedia. Ada alat pembayaran LinkAja namun juga tidak bisa dipakai alasannya rusak. Semoga kedepannya bisa dipakai sebagai alat pembayaran biar tdk susah pakai uang tunai. Tq,5,1,0,-1,0,1
bayar jadi lebih mudah pakai link,5,0,0,1,0,0
"pendaftaraannya mudah dan tidak ribet, smoga subsidi dijalankan dengan baik ",5,0,0,0,1,0
"Aplikasi nya bagus, tapi untuk daerah kabupaten Bandung banyak yang nolak pake aplikasi ini dengan berbagai alasan. Ada yang bilang lagi eror, ada juga pegawai yang bilaang klo pake aplikasi suka langsung mati alatnya jadi ngerembet ke yang lain jadi ga bisa print out bon pembelian bensin. Apalagi sekarang sedang pandemi Covid 19, aplikasi ini sangat membantu, jadi kita tidak kontak dengan pegawai atau menerima uang kembalian.",5,0,0,0,0,0
"Aplikasi yang memudahkan. Bisa tau info outlet terdekat, bisa pembayaran lewat debit juga. Fiturnya banyak pokoknya. Dapet poin jg yang bisa dituker reward. Keren cukup inovatif",5,1,0,1,0,1
"Wowww aplikasi ini sangat membantu sy saat pembayaran di SPBU, transaksi sangat mudah dan praktis,,dan kita bisa dapat poin hanya mengisi bensin... pokoknya nggak bkln nyesel download nya 😍",5,0,0,1,0,1
Bagus dan perlu ditingkatkan lebih baik jika kelak dimasa depan aplikasinya bisa mempermudah penggunanya. Semisal bisa berguna juga dilain hal yang berkaitan dengan sehari-hari,5,1,0,0,0,1
Selama memakai aplikasi lancar2 saja. Cuma sedikit saran untuk scan diusahakan ada tempatnya sendiri karena pernah waktu mau scan tidak bisa2 karena cahaya matarahi yang silau. Jadi harus diruangan tertutup. Untuk keseluruhan bagus. Terus tingkatkan pelayanan dalam pengisian,5,1,0,0,0,0
"Maaf saya mau minta pencerahan kenapa setiap mau Login ngak mau masuk, pasti akan selalu muncul notifikasi ""maaf, Koneksi internet gagal/tidak ada koneksi internet"" , padahal kuota masih banyak dan koneksi sinyal hp gua fine fine aja, buka Ig yutub lancar, sinyal masih 4G, apa cuma gua aja keluhan nya begini? Tolong di respon",5,-1,0,0,0,0
My Pertamina sangat membantu dalam transaksi pengisian bbm dimana masa pandemi saat ini menghindari transaksi tunai dengan adanya aplikasi ini bisa melakukan transaksi melalui Link Aja dan banyak promo2nya nya juga apalagi di aplikasi ini ada penjelasan setiap produk BBM jadi bisa tau produk yg bagus untuk kendaraan kita yg mana. the best sih mempermudah mencari outlet pom bensin terdekat jugaa.,5,0,0,1,0,1
"Alhamdulillah bagus banget aplikasinya nya,dan pastinya membantu banget,memudahkan pembuatan di SPBU,dan lebih menariknya dapat poin juga lokh,pastinya kalian ga rugi donwload apk ini,dan pemakaian gampang. Dan apk ini juga bagus banget memudahkan transaksi kita, thankyou for you my Pertamina,tetep semangat dan kreatif terus🤗",5,1,0,1,0,1
"Apk nya bagus bangetttt!!!❤❤ ngebantu banget dan praktis , bisa dapet point pula, banyak promo dan diskon yang keren banget , pokonyaaa bagus bangett terimakasihh ,sukses terus buat pertamina😍😍",5,1,0,1,0,1
"Menurut saya aplikasi my pertamina ini sudah bagus dan lengkap. Yang paling penting mudah digunakan alias ga ribet saat pemakaiannya, fiturnya juga disini komplit apalagi dengan pembayaran digital. Lebih efisien dan efektif sii, bagus👍",5,1,0,1,0,1
"Menurut saya sejak pake aplikasi ini bagus sih,lebih praktis,yaa mungkin masyarakat butuh penyesuaian,tapi pasti kedepanya bakal kerasa kalo pake aplikasi lebih membantu dalam pembelian bensin karna kalo pake aplikasi ini kita jadi tau pengeluaran bulanan buat bensin dan cepetnya peningkatan pembayaran sampe struk keluar, terus juga yg pasti banyak bonus pointnya,oh iya kalo bisa tambahin pembayaran e-wallet dan tambahin speed apps,tengkyuuuuu",5,1,0,1,0,1
"Promo cashback 30%nya gk jelas, beberapa transaksi sy gk terupdate, tanya lewat email gk di gubris, apa mungkin sy hanya pengguna motor jelek ya, yang belinya paling cm 10rb..",5,0,-1,-1,0,0
"Mantap aplikasinya, User Interface yang keren, nggak kelihatan aplikasi main-main, animasi juga halus dengan ukuran aplikasi yang kecil. User Experience juga sangat nyaman dan mudah difahami. Seharusnya kita mendukung developer aplikasi Mypertamina dengan memberi rating yang relevan dengan pengalaman pribadi. Bukan memberi rating untuk ikut-ikutan orang lain spam B1. Namun sayangnya masyarakat Indonesia masih banyak yang malas membaca dan mirisnya mudah terprovokasi oleh media.",5,1,0,0,0,0
